instruction,output,url
コントラスト,"並置されているものごとや近縁のものごとと、著しく異なっていること。「対比」。「対照」。
色・トーン・形などの差違のことで、デザイン、イメージなどに役立てられるもの。視覚的な特徴の差。
モノや人に関して、他との著しい質の差。",https://ja.wikipedia.org/wiki/%E3%82%B3%E3%83%B3%E3%83%88%E3%83%A9%E3%82%B9%E3%83%88
dpi,"dpi（ディーピーアイ、DPIとも表記）とは、ドット密度（解像度）を示す単位である。dots per inchの略で、1インチ（1平方インチではない）の幅の中にどれだけのドットを表現できるかを表す。
プリンターや走査（スキャン）の性能表示として用いられる。また、プリントサイズと対にすることでコンピュータ上で用いる画像データの精度を表す単位としても用いられる。ピクセル数を表すppi（pixels per inch）と区別して用いられる。",https://ja.wikipedia.org/wiki/Dpi
ppi,"ppi（ピーピーアイ）とは、pixels per inchの略で、ディスプレイやビットマップ画像における解像度を示す単位である。画素密度（pixel density）とも呼ばれる。
解像度とは、すなわち、画像を表現する格子の細かさであり、一般に1インチあたりのピクセルの数を表す（1平方インチあたりではない）。ppiで表したピクセル密度のことを単にppiと呼ぶことがある。
スクリーン線数の単位 lpi（lines per inch）や、ドット密度の単位 dpi（dots per inch）とは、次元は同じだが表す量が異なるので、単純に換算はできない。
通常、印刷に対し使う。印刷では1つのピクセルを多数のドットで表すので、dpiはppiより大きくなる（典型的には16倍など）。ディスプレイでは、多くの場合、ピクセルとドットが1対1で対応するので、ppiはdpiに等しい。そのため、ppiとdpiは同じ意味で使われる。",https://ja.wikipedia.org/wiki/Ppi
レイヤー,"レイヤー、レイヤ

層（英: layer）のこと。階層構造を参照。",https://ja.wikipedia.org/wiki/%E3%83%AC%E3%82%A4%E3%83%A4%E3%83%BC
トリミング,トリミングとは、暗室や画像編集ソフトウェアでの写真編集において、画像の一部だけを切り出す加工を指す。写真の外形を変えたり、広い意味では印画紙の一部だけにプリントして他を余白にすることもトリミングに含まれる。 ただし英語では、暗室でプリントするときに一部を切り取ることは cropping と言い、仕上がった写真をはさみなどで切って加工することを trimming と言う。,https://ja.wikipedia.org/wiki/%E3%83%88%E3%83%AA%E3%83%9F%E3%83%B3%E3%82%B0_(%E5%86%99%E7%9C%9F)
MR（Mixed Reality：複合現実）,複合現実（ふくごうげんじつ、英語: mixed reality、ミクスト・リアリティ、MR）とは、現実世界と仮想世界を複合・融合させ、相互にリアルタイムで影響し合う空間を構築する技術を指す言葉。エクステンデッド・リアリティ（XR）と呼ばれる先端技術の一つである。  複合現実（MR）では、拡張現実（AR）と仮想現実（VR）の中間的な体験ができる。拡張現実（AR）では現実世界にバーチャルな情報を重ねて表示し（スマートフォンなどを使用）、複合現実（MR）ではそのことに加えて、視線を動かすことやジェスチャーによりバーチャルな情報を操作することができる（ヘッドマウントディスプレイなどを使用）。これにより、現実空間で仮想の体験をすることが可能となる。,https://ja.wikipedia.org/wiki/%E8%A4%87%E5%90%88%E7%8F%BE%E5%AE%9F
メタバース,メタバース (英: metaverse(英語版)) は、コンピュータの中に構築された3次元の仮想空間やそのサービスを指す。近年では、それらの中でも特に、経済性(ユーザー同士でコンテンツ・サービス・お金を交換でき、経済活動が可能である)や、没入性(アクセス手段の一つとしてAR/VRなどの没入手段が用意されている)など、一定の要件を備えたもののことを指すことが多い。,https://ja.wikipedia.org/wiki/%E3%83%A1%E3%82%BF%E3%83%90%E3%83%BC%E3%82%B9
ホログラム,"ホログラフィー（英: holography, ギリシア語の ὅλος (全体の) + γραφή (記録) から）は、3次元像を記録した写真であるホログラム (hologram) の製造技術のことである。ホログラフィーは情報の記録にも利用することができる。",https://ja.wikipedia.org/wiki/%E3%83%9B%E3%83%AD%E3%82%B0%E3%83%A9%E3%83%95%E3%82%A3%E3%83%BC
分散データベース,分散データベース（ぶんさんデータベース、英: distributed database）とは、複数のデータベースが分散配置されているシステムである。中央集中型データベースとは異なり、データは複数のサーバーまたはノードに分散される。,https://ja.wikipedia.org/wiki/%E5%88%86%E6%95%A3%E3%83%87%E3%83%BC%E3%82%BF%E3%83%99%E3%83%BC%E3%82%B9
ドキュメント指向データベース,ドキュメント指向（Document-oriented、Document store） - XMLやJSONといった、 スキーマレスでデータ構造が柔軟なもの。MongoDB、Apache CouchDB、Amazon DocumentDBなど。XMLデータベースなどのシステムでは、XQueryを利用できるものもある。,https://ja.wikipedia.org/wiki/NoSQL
列指向データベー ス,列指向データベース管理システムは、データベース管理システム (DBMS) の内部構造において、列のデータをひとまとまりにして取り出すときに効率的であるように設計されたものである。これはデータウェアハウスや図書館のカタログのように、大量の類似のデータ項目に対し集計が行われるものに対して有用である。このアプローチはvalue-basedなストレージ構造を使用する行指向データベースや相関データベースと対比される。 列指向データベース管理システムは、一般的に「カラムナデータベース」 (Columnar Database) とも呼ばれる。,https://ja.wikipedia.org/wiki/%E5%88%97%E6%8C%87%E5%90%91%E3%83%87%E3%83%BC%E3%82%BF%E3%83%99%E3%83%BC%E3%82%B9%E7%AE%A1%E7%90%86%E3%82%B7%E3%82%B9%E3%83%86%E3%83%A0
グラフデータベース,グラフデータベースは、ノード、エッジ、プロパティを持つグラフ構造を用いて情報を表現および保存するデータベースであり、NoSQLデータベースの一種である。任意のグラフを格納できる一般的なグラフデータベースは、トリプルストアやネットワーク型データベースなどの特殊なグラフデータベースとは異なるものとして区別される。,https://ja.wikipedia.org/wiki/%E3%83%87%E3%83%BC%E3%82%BF%E3%83%99%E3%83%BC%E3%82%B9
キーバリュー型データベース,キーバリュー型データベース（英: key–value database）、またはキーバリュー型ストア（英: key–value store）は、連想配列の格納、取得、および管理するために設計されたデータストレージパラダイムであり、今日では辞書（英: dictionary）またはハッシュテーブル（英: hash table）として一般的に知られているデータ構造である。,https://ja.wikipedia.org/wiki/%E3%82%AD%E3%83%BC%E3%83%90%E3%83%AA%E3%83%A5%E3%83%BC%E5%9E%8B%E3%83%87%E3%83%BC%E3%82%BF%E3%83%99%E3%83%BC%E3%82%B9
インメモリデータベース,インメモリデータベース（IMDBあるいはメインメモリデータベース、MMDB）はデータストレージを主にメインメモリ上で行うデータベース管理システムである。ディスクストレージ機構によるデータベースシステムと対比される。メインメモリデータベースは内部最適化アルゴリズムが簡素であり、相対的に少ないCPU命令を実行するので、ディスク最適化されたデータベースと比較して高速である。メモリ上でデータアクセスを行うことで、ディスクと比較し、より高速かつ安定したパフォーマンスを提供できる。通信ネットワーク機器など、応答時間が肝要であるアプリケーションにおいて、インメモリデータベースは多用されている。,https://ja.wikipedia.org/wiki/%E3%82%A4%E3%83%B3%E3%83%A1%E3%83%A2%E3%83%AA%E3%83%87%E3%83%BC%E3%82%BF%E3%83%99%E3%83%BC%E3%82%B9
GRANT 文,GRANT （特定のデータベース利用者に特定の作業を行う権限を与える）,https://ja.wikipedia.org/wiki/SQL
フォワードリカバリ,ールフォワード (英:Roll forward、前進復帰) は、停電やメモリエラーなどでメモリ上のデータベースに障害が発生し、不揮発性記憶装置に書き込まれる前のメモリ上の更新データが失われても、ログによってコミットが完了したことが確認された処理については、データベースの内容を復元することを意味する。,https://ja.wikipedia.org/wiki/%E3%83%AD%E3%83%BC%E3%83%AB%E3%83%95%E3%82%A9%E3%83%AF%E3%83%BC%E3%83%89
バックワードリカバリ,"ロールバック（英: rollback、巻き戻し）はコンピュータ用語では、データ更新などで障害が起こったときに、その前の状態にまで戻ることをいう。後進復帰とも言う。
データベースでは、更新前のジャーナルファイルを使い、更新前の正常な状態に戻す。
コンピュータ用語以外では、過去の良い状態に戻ることなどを指す。ロールバック（長期低価格）商品、ロールバックマラリア（マラリア撃退）計画など。",https://ja.wikipedia.org/wiki/%E3%83%AD%E3%83%BC%E3%83%AB%E3%83%90%E3%83%83%E3%82%AF
インデックス数,"データベースの分野において、索引（さくいん）またはインデックス (英: index) 、データベースインデックス (英: database index) は、テーブルへの処理を高速化するためのデータ構造である。インデックスの作成には追加の書き込み操作とストレージ容量を必要とする。
インデックスは、データベーステーブルにアクセスするたびにデータベーステーブルのすべての行を検索しなくても、データをすばやく見つけるために使用される。インデックスは、データベーステーブルの1つ以上の列を使用して作成し、高速なランダムルックアップと順序付けられたレコードへの効率的なアクセスの両方の基礎を提供する。",https://ja.wikipedia.org/wiki/%E7%B4%A2%E5%BC%95_(%E3%83%87%E3%83%BC%E3%82%BF%E3%83%99%E3%83%BC%E3%82%B9)
負荷,コンピュータにおいて、動作時間を占有するプログラム。または、プログラムによる占有時の、コンピュータの処理能力が低下した状態。,https://ja.wikipedia.org/wiki/%E8%B2%A0%E8%8D%B7
クラスタ化インデックス,"多くのインデックスは、書籍の索引と同様、実際のデータレコードの並び順とは無関係に構築される。そのため、範囲検索を行う場合、その対象のレコードは表内の複数個所に分散している可能性がある。分散したレコードにアクセスが必要なため、複数回のランダム I/O が発生してしまう。
一方、クラスタ化インデックス (英: clustered index) では、データブロックをインデックスの順序で並べ替えて保持し、行データが順番に格納される。これは、頭文字で項目をソートしてあるアドレス帳に似ている。クラスタ化インデックスのキーで範囲検索を行う場合、条件に適合する行が連続して配置されるため全体的な取得速度を大幅に向上させることができる。ただし速度が向上するのは、クラスタ化インデックスと同じまたは逆の順序でデータに順次アクセスする場合、またはアイテムの範囲が選択されている場合に限る。
テーブルがクラスタキー以外の属性を持っていても、クラスタキーでソートする必要があるため、一般的にはデータベーステーブルには 1個のクラスタ化インデックスのみを設定できる。ただし、データベース製品によっては複数のクラスタ化インデックスを設定でき、多次元クラスタを提供するものもある。
物理レコードはディスク上でこのソート順であるため、シーケンスの次の行項目は最後の行項目の直前または直後にあり、必要なデータブロックの読み取りは少なくなる。したがって、クラスタ化インデックスの主な機能は、物理データ行を指すインデックスブロックに従い物理データ行の順序を並び替えることである。データベースによっては、データブロックとインデックスブロックを別々のファイルに分割する場合もあれば、2つの完全に異なるデータブロックを同じ物理ファイル内に配置する場合もある。",https://ja.wikipedia.org/wiki/%E7%B4%A2%E5%BC%95_(%E3%83%87%E3%83%BC%E3%82%BF%E3%83%99%E3%83%BC%E3%82%B9)
B-tree インデックス,"多くのデータベースは、インデックスに B木 (または B+木, B*木) 構造を採用している。B木は範囲検索にも利用できる。
B木を使ったインデックスでは、インデックス定義の際の順序が重要である。最初の列のみを条件とした検索であればインデックスは利用できるが、2番目以降の列を指定するだけではインデックスは利用できない。
インデックスのキーを (住所, 苗字, 名前) とする電話帳データベースを例に挙げると、住所が与えられればこのインデックスを使った検索ができるが、苗字だけではできない。",https://ja.wikipedia.org/wiki/%E7%B4%A2%E5%BC%95_(%E3%83%87%E3%83%BC%E3%82%BF%E3%83%99%E3%83%BC%E3%82%B10)
ビットマップインデックス,"B+木など、最も一般的に使用されるインデックスは、インデックスを作成する値が繰り返されないか、数回繰り返されない場合に最も効率的である。対照的に、ビットマップインデックス (英: bitmap index) はキーの濃度 (カーディナリティ、cardinality) が低い場合に適したインデックスである。つまり、変数の値が非常に頻繁に繰り返される場合である。
例えば、「性別」を表す列 (「男性」または「女性」の値のみを含む) に対してインデックスを作成する場合には、B木よりも効率が良く、パフォーマンスが大幅に向上する。
それぞれのキー値ごとにビットマップ (ビット配列) を作成し、その各ビットはレコードがキーを含んでいるかを表す。これらのビットマップに対してビット演算を行うことによりクエリに応答する。",https://ja.wikipedia.org/wiki/%E7%B4%A2%E5%BC%95_(%E3%83%87%E3%83%BC%E3%82%BF%E3%83%99%E3%83%BC%E3%82%B11)
ハッシュインデックス,ハッシュ関数に基づくインデックスは、一般にB木よりも性能面およびサイズ面で有利であるが、範囲検索はできず、完全一致検索にのみ利用できる。,https://ja.wikipedia.org/wiki/%E7%B4%A2%E5%BC%95_(%E3%83%87%E3%83%BC%E3%82%BF%E3%83%99%E3%83%BC%E3%82%B12)
カバリングインデックス,"カバリングインデックスはインデックス中にキーではない列を含める方式である。インデックスは通常はデータレコードを素早く見つける目的で利用されるが、検索クエリに対する返り値の作成には利用されない。しかし、もしインデックスを使う検索が、行全体ではなく、キーと幾つかの列のみを必要とする場合、その必要とされる列がインデックスのデータ構造内にあれば、検索はインデックス内で完結できる。テーブルからデータを読み取る必要が無いため効率が良い。
例として次のテーブルで説明する。",https://ja.wikipedia.org/wiki/%E7%B4%A2%E5%BC%95_(%E3%83%87%E3%83%BC%E3%82%BF%E3%83%99%E3%83%BC%E3%82%B13)
転置インデックス,転置インデックス（てんちインデックス、Inverted index）とは、全文検索を行う対象となる文書群から単語の位置情報を格納するための索引構造をいう。転置索引、転置ファイル、逆引き索引などとも呼ばれる。,https://ja.wikipedia.org/wiki/%E8%BB%A2%E7%BD%AE%E3%82%A4%E3%83%B3%E3%83%87%E3%83%83%E3%82%AF%E3%82%B9
分散ファイルシステム,"分散ファイルシステム (distributed file system) またはネットワークファイルシステム (network file system) とは、複数のホストがコンピュータネットワークを経由して共有しつつファイルにアクセスすることを可能にするファイルシステムである。複数のマシン上で複数のユーザーがファイルやストレージ資源を共有できるようにする。
クライアントノードはファイルシステムを構成している二次記憶装置に直接アクセスすることはできないが、通信プロトコルを使ってネットワーク経由でやり取りする。その通信プロトコルがどう設計されているかにもよるが、アクセスリストまたはケーパビリティに基づいてクライアントとサーバの双方でファイルシステムへのアクセスを制限することも可能である。
これに対してクラスタファイルシステムでは、全ノードがファイルシステムを構成しているストレージ全体に一様に直接アクセスできる。その場合、アクセス制御はクライアント側の責任となる。
分散ファイルシステムには一般に、透過的レプリケーションとフォールトトレラント性に関する機能がある。すなわち、ファイルシステムを構成するノード群の一部がオフラインになっても、データを失うことなくシステムとして機能し続ける。
分散ファイルシステムと分散データストアの違いはあいまいだが、分散データストアは一般にLANでの利用に特化していることが多い。",https://ja.wikipedia.org/wiki/%E5%88%86%E6%95%A3%E3%83%95%E3%82%A1%E3%82%A4%E3%83%AB%E3%82%B7%E3%82%B9%E3%83%86%E3%83%A0
データレイク,"データレイク (Data lake) は構造化/非構造化データやバイナリ等のファイル含めたデータを一元的に格納するデータリポジトリ。一般的に、データレイクはレポート、可視化、分析、機械学習に利用されるエンタープライズのデータのコピーや返還後のデータを一カ所に集約する。データレイクはリレーショナルデータベースの構造化データ（列と行）や、半構造化データ（CSV、ログ、XML、JSON）、非構造化データ（Eメール、ドキュメント、PDF）、バイナリデータ（画像、音声、映像）を含めることができる。
適切に管理されておらず、ユーザが意図するデータへのアクセシビリティが低く、小さな価値しか提供できない低品質のデータレイクはデータの沼と表現される。
データレイクは、データウェアハウスで典型的な schema-on-write と対比して、分析時にスキーマを適用する schema-on-read（late binding）の考え方と結び付けて説明されることが多い。そのため、取り込み段階では生データを保持しつつ、後段で探索・分析できるようにするためのメタデータ抽出とメタデータモデル化が重要な機能となる。
近年の研究では、データレイクの成否は単なる大容量保管ではなく、メタデータカタログ、データ品質の担保、データガバナンス、利用者ごとのアクセス制御、データの論理的・物理的な整理などをどこまで備えるかに左右されると整理されている。これらが不十分な場合、データレイクは構造や意味が把握しにくく再利用しにくい「データの沼」に陥りやすいとされる。",https://ja.wikipedia.org/wiki/%E3%83%87%E3%83%BC%E3%82%BF%E3%83%AC%E3%82%A4%E3%82%AF
データレイク,"HTTP/2 (Hypertext Transfer Protocol version 2) は、World Wide Webで用いられているHTTPのバージョンの一つである。
HTTP/2はIETFのHypertext Transfer Protocol Bis (httpbis)ワーキンググループにおいて制定され、2015年2月17日に正式な仕様として承認され、2015年5月に RFC 7540 として文書化された。HTTP/2はHTTP/1.1が1999年6月に RFC 2616 として規定されて以来16年ぶりのバージョンアップである。
2022年、内容を更新する RFC 9113 が公開された。",https://ja.wikipedia.org/wiki/HTTP/2
HTTP/3,"HTTP/3は、HTTP/2に続くHTTPの3つ目のメジャーバージョンである。HTTP/2に引き続き、伝送はバイナリ形式で行われる。HTTP/3 は RFC ドラフト「Hypertext Transfer Protocol(HTTP) over QUIC」をベースとしている。QUIC は Google によって初めに開発された実験的なトランスポート層プロトコルである。
2018年10月28日のメーリングリストの議論において、IETF の HTTP および QUIC ワーキンググループのchairである Mark Nottingham は、HTTP-over-QUICをHTTP/3に改名することを正式に提案し、「これがHTTPセマンティクスのワイヤープロトコルに対するもう1つのバインディングであることを明確にし、人々がQUICとの区別を理解できるようにする」と述べ、また、「ドラフトの完成と発行がされ次第、開発を QUIC ワーキンググループからHTTPワーキンググループへ引き渡す」とも述べた。その後数日にわたる議論の後、Nottinghamの提案は受け入れられ、2018年11月に正式に改名された。
2019年9月26日に、Cloudflare、Google ChromeでHTTP/3のサポートが追加された。
2022年6月6日に RFC 9114 として標準化された。",https://ja.wikipedia.org/wiki/HTTP/3
10GBASE-T,"10ギガビット・イーサネット (10 gigabit Ethernet, 10GE, 10GbE, 10 GigE) は、イーサネットのうち、10ギガビット毎秒の通信速度を持つネットワーク規格の総称。LAN、WAN、MANに用いられる。",https://ja.wikipedia.org/wiki/10%E3%82%AE%E3%82%AC%E3%83%93%E3%83%83%E3%83%88%E3%83%BB%E3%82%A4%E3%83%BC%E3%82%B5%E3%83%8D%E3%83%83%E3%83%88
IEEE,IEEE（アイ・トリプル・イー、Institute of Electrical and Electronics Engineers）は、アメリカ合衆国に本部を置く電気・情報工学分野の学術研究団体（学会）、技術標準化機関である。日本語では米国電気電子学会、米国電気電子技術者協会とも。 会員の分布、活動は全世界的規模に及び、この種の専門職団体として世界最大規模である。,https://ja.wikipedia.org/wiki/IEEE
Wi-Fi,Wi-Fi（ワイファイ）とは、Wi-Fi Allianceに認定されたIEEE 802.11の無線通信規格のことである。無線LANの一種。 無線LANが商品化された当初は、同一メーカーであってもラインナップの異なる製品間では相互接続は保証されていなかった。このため、購入検討にあたり実際に接続可能かどうかユーザーに分かりづらく、無線LANの一般への普及に問題があった。 Wi-Fiに認定されるには、Wi-Fi Allianceという団体による認証が必要である。Wi-Fi Allianceは、ユーザーのニーズを汲んで技術が成熟できるように、この問題を解決するための団体として1999年にWireless Ethernet Compatibility Alliance（WECA）という団体名でスタートし、2000年3月から認定業務を開始した。その後Wi-Fiの認知度が高まってきた2002年10月にWi-Fi Allianceに改名した。 ある製品が同じブランドを表示する他の製品と組み合わせて利用できるということをユーザーが確認できるようにするため、Wi-Fi AllianceはWi-Fi CERTIFIEDブランドを作った。認定された機器には、Wi-Fi Allianceの登録商標であるWi-Fiロゴの使用が許可される。,https://ja.wikipedia.org/wiki/Wi-Fi
死活監視,停止しているか否か判断する監視,https://ja.wikipedia.org/wiki/%E6%80%A7%E8%83%BD%E7%9B%A3%E8%A6%96
ip,iproute2（アイピールート・ツー）は、ルーティング・ネットワークインタフェース・トンネル・帯域制御・ネットワーク関連のデバイスドライバなど、Linuxカーネルでのネットワークの制御と監視を行うためのユーザ空間ユーティリティのコレクションである。 iproute2は、GNU GPL v2の下で配布されている自由ソフトウェアで、Linuxカーネルのネットワークコンポーネントの開発と密接に関連している。2013年12月現在、iproute2はスティーブン・ヘミンジャーがメンテナンスをしている。最初の開発者であるアレクセイ・クズネツォフは、LinuxカーネルのQoS (Quality of Service) 実装を担当していた。 iproute2にはarpd・bridge・ctstat・dcb・devlink・ip・lnstat・nstat・rdma・routef・routel・rtacct・rtmon・rtstat・ss・tc・tipc・vdpaというコマンドラインユーティリティが含まれている。iproute2のユーティリティはNetlinkを利用してLinuxカーネルと通信をする。 iproute2のユーティリティの中には、同等の機能を提供する古いプログラムから移行することを推奨するものがある。以下はiproute2とnet-toolsの比較表である。,https://ja.wikipedia.org/wiki/Iproute2
dig,"dig（ディグ）は、ネットワーク管理のためのコマンドラインツールで、Domain Name System(DNS)に問い合わせを行う。""dig""は""domain information groper""の略である。 digはネットワーク・トラブルシューティングのために、そして、教育的な目的のために役立つ。digはコマンドライン上からの対話モードでも、ファイルから要求を読み込むバッジモードでも動作する。引数で特定のDNSサーバが指定されなかったときは、resolv.confファイルで定義されたオペレーティングシステムのデフォルトのDNSサーバに問い合わせを行う。何も引数をつけなかった時はDNSルートゾーンに問い合わせを行う。 digは国際化ドメイン名(IDN)をサポートしている。 digはBIND DNSサーバソフトウェアスイートの一部である。 digはnslookupやhostのような古いツールを置き換える。",https://ja.wikipedia.org/wiki/Dig_(UNIX)
traceroute,"traceroute（トレース ルート）は、IPネットワークにおいてノードまでの経路情報を取得するツールである。
インターネット上で、2つのノード（パソコンやサーバなど）が通信する場合、それらの間には0個以上のルータが存在する。tracerouteを利用することで、それを実行したノードから指定したノードに到達するまでに、経由するルータのリストが得られる。
Windowsのtracertも同様のツールである。",https://ja.wikipedia.org/wiki/Traceroute
ローカル 5G,"日本国内では、通信事業者だけでなく、様々なニーズに応じて主体が利用可能な「ローカル5G」という制度が新設された。たとえば「工場の建物内で、工場内専用の5Gを吹いて利用する」といった構内専用線のような使い方が可能になる。免許割当が必要である他、電波発射には無線従事者免許証が必要でありローカル5G免許を受ける企業内に無線従事者を置く必要がある。
NSA方式の5Gを運用するには、アンカーバンドと呼ばれるLTEバンドが必要となる。既存のLTE事業者からアンカーバンドを借りてシステム接続する方法に加えて、2.5 GHz帯について「自営等BWA」という制度が新設されており、NSA方式の5Gのアンカーバンドとして利用ができる。また、免許が不要である1.9 GHz帯についても、sXGPをアンカーバンドとして利用できるようにすることが検討されている。自前で、アンカーバンドの自営等BWAやsXGPを用意する場合、5Gの基地局に加えて、アンカーバンドの基地局、LTEコア網設備 (EPC) も自前で用意する必要がある。
富士通が国内初の商用ローカル5Gを2020年3月27日にスタートした。",https://ja.wikipedia.org/wiki/%E7%AC%AC5%E4%B8%96%E4%BB%A3%E7%A7%BB%E5%8B%95%E9%80%9A%E4%BF%A1%E3%82%B7%E3%82%B9%E3%83%86%E3%83%A0
eSIM,eSIM（Embedded-SIM）とは、携帯電話端末に直接埋め込まれるSIMカードの形態の一つである。,https://ja.wikipedia.org/wiki/ESIM
セキュリティバイデザイン,セキュリティ・バイ・デザイン（英語: Security by design、SBD、もしくはセキュア・バイ・デザイン）とは、ソフトウェア工学におけるアプローチの一つであり、ソフトウェア製品およびその機能が、後付けの対策ではなく、その基礎からセキュア（安全）であるように設計されている状態を意味するものである。,https://ja.wikipedia.org/wiki/%E3%82%BB%E3%82%AD%E3%83%A5%E3%83%AA%E3%83%86%E3%82%A3%E3%83%BB%E3%83%90%E3%82%A4%E3%83%BB%E3%83%87%E3%82%B6%E3%82%A4%E3%83%B3
アクセス権,コンピュータのネットワークにおいて、ファイルやシステム等を利用する権限。アクセス制御も参照のこと。,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%82%AF%E3%82%BB%E3%82%B9%E6%A8%A9
コンピュータウイルス,コンピュータウイルス（表記揺れ：コンピューターウイルス、英: computer virus）とは、マルウェア（コンピュータに被害をもたらすプログラム）の一種で、自立せず、動的に活動せず、プログラムファイルからプログラムファイルへと静的に感染するものを指す。,https://ja.wikipedia.org/wiki/%E3%82%B3%E3%83%B3%E3%83%94%E3%83%A5%E3%83%BC%E3%82%BF%E3%82%A6%E3%82%A4%E3%83%AB%E3%82%B9
ファイルレスマルウェア,ファイルレスマルウェアは、メモリベースの成果物、すなわちRAM内にのみ存在するマルウェアの一種である。その活動のいかなる部分もコンピュータのハードディスクドライブに書き込むことはなく、それによりファイルベースのホワイトリスト、署名検出、ハードウェア検証、パターン分析、タイムスタンプなどを組み込んだアンチウイルスソフトウェアの検知を回避する能力を高め、デジタルフォレンジック調査員が不正な活動を特定するための証拠をほとんど残さない。この種のマルウェアはメモリ内で動作するように設計されているため、システム上では、システムが再起動されるまでしか続かない。,https://ja.wikipedia.org/wiki/%E3%83%95%E3%82%A1%E3%82%A4%E3%83%AB%E3%83%AC%E3%82%B9%E3%83%9E%E3%83%AB%E3%82%A6%E3%82%A7%E3%82%A2
内部統制,"ITへの対応（情報技術）
ITへの対応とは、組織目標を達成するために予め適切な方針及び手続き（情報管理規定など）を定め、それを踏まえて、業務の実施において組織の内外のITに対し、適切に対応すること（e.g. 上記４つの目的、6つの基本的要素を踏まえて情報システムを構築すること、ITの保守・管理部門によって行なわれる財務関連の元データ情報の更新に関して、更新履歴を正確に記録することなど）をいう。",https://ja.wikipedia.org/wiki/%E5%86%85%E9%83%A8%E7%B5%B1%E5%88%B6
割れ窓理論,割れ窓理論（われまどりろん、英: Broken Windows Theory）とは、軽微な犯罪も徹底的に取り締まることで、凶悪犯罪を含めた犯罪を抑止できるとする環境犯罪学上の理論。アメリカの犯罪学者ジョージ・ケリングが考案した。「建物の窓が壊れているのを放置すると、誰も注意を払っていないという象徴になり、やがて他の窓もまもなく全て壊される」との考え方からこの名がある。破れ窓理論、壊れ窓理論、ブロークン・ウィンドウ理論などともいう。,https://ja.wikipedia.org/wiki/%E5%89%B2%E3%82%8C%E7%AA%93%E7%90%86%E8%AB%96
防犯環境設計,防犯環境設計（ぼうはんかんきょうせっけい、英: Crime Prevention Through Environmental Design）とは、犯罪者が犯行をあきらめるような物理的デザインである。略して、「セプテッド」（CPTED）と呼ばれている。犯罪学的には、犯罪機会論のハード面を担っている理論である。,https://ja.wikipedia.org/wiki/%E9%98%B2%E7%8A%AF%E7%92%B0%E5%A2%83%E8%A8%AD%E8%A8%88
二重脅迫,ファイルを暗号化するだけでなく、事前に窃取した機密情報や個人情報を、ダークウェブ上のリークサイトに「公開する」と脅迫する。被害者がバックアップからデータを復元できたとしても、情報漏洩を防ぐために支払いを迫られることになるため二重脅迫という。2019年後半からこの方法が見られるようになった。これは、暗号化と共に情報の公開も恐喝する手法である。EU一般データ保護規則 (GDPR) の制裁金よりは安いとして、個人情報流出に対する企業へのペナルティを利用している様子も見られる。,https://ja.wikipedia.org/wiki/%E3%83%A9%E3%83%B3%E3%82%B5%E3%83%A0%E3%82%A6%E3%82%A7%E3%82%A2
リバースブルートフォース攻撃,"「逆総当たり攻撃」（リバースブルートフォース（英: Reverse-Brute-force attack））は、特定のパスワード（1つまたは少数）を固定し、多数のユーザIDに対して総当たりでログインを試行する攻撃である。その狙いとしては、脆弱なパスワードを使い回している複数のアカウントを効率的に発見するというものである。IDごとに施行するため、アカウントロックアウトを回避できるのが特徴である。
これは「パスワード長が短くパスワードに使用できる文字種が少ない」システムに対して極めて有効である。例えば「IDは必ず連続した数字10桁、パスワードは必ず数字4桁」といったシステムでパスワードに偏りがないと仮定すれば、パスワード「1234」をID:1000000000からID:1000010000までの10,000件のIDに対して試行すると、一つのIDに不正ログインできる計算になる。またこの場合、銀行ATMにあるような「ひとつのIDに対するパスワードの試行回数を制限する」防御方法では防ぐことができない。1万枚のキャッシュカードを手に入れた犯罪者が1枚ずつカードを試すところを想像するとよい。
2014年1月末から3月にかけてJALおよびANAのマイレージサービスに対して行われた不正アクセスは、パスワードロックがかかる寸前まで総当たり攻撃を行い、ロック寸前にIDを変更する「総当たり攻撃」と「逆総当たり攻撃」の組み合わせで行われた。また、この際は、成功確率を上げるために確率が高いパスワードを試行された可能性が指摘されている為、考えようによっては、辞書攻撃も組み合わされた可能性もある。",https://ja.wikipedia.org/wiki/%E7%B7%8F%E5%BD%93%E3%81%9F%E3%82%8A%E6%94%BB%E6%92%83
パスワードリスト攻撃,クレデンシャル・スタッフィング（英語: Credential stuffing）とはサイバー攻撃の一種であり、攻撃者が何らかの方法で事前に入手したIDとパスワードのリストを利用して、様々なウェブサイトやサービスへの不正ログインを試みる手法である。日本では別名、パスワードリスト攻撃（Password List attack）、リスト型アカウントハッキングとも呼ばれる。,https://ja.wikipedia.org/wiki/%E3%82%AF%E3%83%AC%E3%83%87%E3%83%B3%E3%82%B7%E3%83%A3%E3%83%AB%E3%83%BB%E3%82%B9%E3%82%BF%E3%83%83%E3%83%95%E3%82%A3%E3%83%B3%E3%82%B0
